"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
record_id,esm,,text,"Record ID",,"Redcap ID field (autogenerated by Redcap)",,,,,,,,,,,
esm_sleep_well,esm,,radio,"Ich habe gut geschlafen","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_cheerful,esm,,radio,"Im Augenblick fühle ich mich fröhlich","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_down,esm,,radio,"Im Augenblick fühle ich mich niedergeschlagen","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_anxious,esm,,radio,"Im Augenblick fühle ich mich unruhig","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_relaxed,esm,,radio,"Im Augenblick fühle ich mich entspannt","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_irritated,esm,,radio,"Im Augenblick fühle ich mich genervt","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_stressed,esm,,radio,"Im Augenblick fühle ich mich gestresst","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_content,esm,,radio,"Im Augenblick fühle ich mich zufrieden","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_insecure,esm,,radio,"Im Augenblick fühle ich mich unsicher","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_hopeful,esm,,radio,"Im Augenblick fühle ich mich hoffunungsvoll","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_lonely,esm,,radio,"Im Augenblick fühle ich mich einsam","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_statisfied,esm,,radio,"Ich bin mit mir zufrieden","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_restless,esm,,radio,"Ich fühle mich ruhelos","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_confident,esm,,radio,"Ich fühle mich selbstbewusst","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_qol,esm,,radio,"Ich fühle mich umfassend gut","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_ruminating,esm,,radio,"Ich grüble","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_concentrate,esm,,radio,"Ich kann mich gut konzentrieren","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm1,,range-type
esm_phys_activity,esm,,checkbox,"Was tue ich gerade (vor dem Signal)","0, nichts | 1, ausruhen | 2, essen/trinken | 3, passive Freizeit | 4, aktive Freizeit | 5, Reisen | 6, Haushalt/Besorgungen | 7, Arbeit/Studium | 8, Selbstpflege | 9, Interaktion/Konversation | 10, Handy/Soziale Medien | 11, etwas anderes",,,,,,,,,,,,
esm_activity_well,esm,,radio,"Ich kann dies gut tun","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm2,,range-type
esm_activity_else,esm,,radio,"Ich würde lieber etwas anderes machen","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm2,,range-type
esm_activity_effort,esm,,radio,"Diese Aktivität erfordert Anstrengung","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm2,,range-type
esm_physical_active,esm,,radio,"Ich bin körperlich aktiv","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm3,,range-type
esm_physical_tired,esm,,radio,"Ich bin körperlich müde","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm3,,range-type
esm_physical_pain,esm,,radio,"Ich habe körperliche Schmerzen","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm3,,range-type
esm_physical_well,esm,,radio,"Ich fühle mich körperlich nicht gut","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm3,,range-type
esm_location,esm,,radio,"Wo bin Ich?","0, Zu Hause | 1, Bei Familie oder Freunden | 2, Bei der Arbeit oder in der Schule | 3, Verkehrsmittel | 4, Gesundheitseinrichtung | 5, Woanders drinnen | 6, Woanders draußen",,,,,,,,,,,,
esm_social_interact,esm,,checkbox,"Wer ist bei mir?","0, Alleine | 1, Partner | 2, Verwandte mit denen Ich zusammen wohne | 3, Verwandte mit denen ich nicht zusammen wohne | 4, Mitbewohner | 5, Freunde | 6, Mitschüler/Kollegen | 7, Pfleger | 8, Fremde/Andere",,,,,,,,,,,,
esm_social_people,esm,,radio,"Wie viele Personen sind bei mir?","1,1|2,2|3,3-10|4,über 10",,,,,,"[esm_social_interact(1)] = ""1"" or [esm_social_interact(2)] = ""1"" or [esm_social_interact(3)] = ""1"" or [esm_social_interact(4)] = ""1"" or [esm_social_interact(5)] = ""1"" or [esm_social_interact(6)] = ""1"" or [esm_social_interact(7)] = ""1"" or [esm_social_interact(8)] = ""1""",,,,,,
esm_social_doing,esm,,radio,"Wir unternehmen etwas gemeinsam","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,"[esm_social_interact(1)] = ""1"" or [esm_social_interact(2)] = ""1"" or [esm_social_interact(3)] = ""1"" or [esm_social_interact(4)] = ""1"" or [esm_social_interact(5)] = ""1"" or [esm_social_interact(6)] = ""1"" or [esm_social_interact(7)] = ""1"" or [esm_social_interact(8)] = ""1""",,,,esm4,,range-type
esm_social_pleasant,esm,,radio,"Ich finde die Personen die bei mir sind angenehm","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,"[esm_social_interact(1)] = ""1"" or [esm_social_interact(2)] = ""1"" or [esm_social_interact(3)] = ""1"" or [esm_social_interact(4)] = ""1"" or [esm_social_interact(5)] = ""1"" or [esm_social_interact(6)] = ""1"" or [esm_social_interact(7)] = ""1"" or [esm_social_interact(8)] = ""1""",,,,esm4,,range-type
esm_social_alone,esm,,radio,"Ich würde lieber alleine sein","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,"[esm_social_interact(1)] = ""1"" or [esm_social_interact(2)] = ""1"" or [esm_social_interact(3)] = ""1"" or [esm_social_interact(4)] = ""1"" or [esm_social_interact(5)] = ""1"" or [esm_social_interact(6)] = ""1"" or [esm_social_interact(7)] = ""1"" or [esm_social_interact(8)] = ""1""",,,,esm4,,range-type
esm_social_connected,esm,,radio,"Ich fühle mich den Personen die bei mir sind verbunden","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,"[esm_social_interact(1)] = ""1"" or [esm_social_interact(2)] = ""1"" or [esm_social_interact(3)] = ""1"" or [esm_social_interact(4)] = ""1"" or [esm_social_interact(5)] = ""1"" or [esm_social_interact(6)] = ""1"" or [esm_social_interact(7)] = ""1"" or [esm_social_interact(8)] = ""1""",,,,esm4,,range-type
esm_social_ok_alone,esm,,radio,"Ich fühle mich gut alleine zu sein","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,"[esm_social_interact(0)] = ""1""",,,,esm5,,range-type
esm_social_others,esm,,radio,"Ich würde lieber Gesellschaft haben","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,"[esm_social_interact(0)] = ""1""",,,,esm5,,range-type
esm_social_choice,esm,,radio,"Im Augenblick alleine zu sein ist meine Entscheidung","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,"[esm_social_interact(0)] = ""1""",,,,esm5,,range-type
esm_social_left_out,esm,,radio,"Ich fühle mich ausgeschlossen","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,"[esm_social_interact(0)] = ""1""",,,,esm5,,range-type
esm_social_virt_interact,esm,,radio,"Ich benutze virtuelle Kommunikation um zu interagieren","0,Nein|1,Ja",,,,,,,,,,,,
esm_social_virt_pleasant,esm,,radio,"Ich finde diese virtuelle Interaktion angenehm","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,"[esm_social_virt_interact]=""1""",,,,,,range-type
esm_stress_situation,esm,,radio,"Die meisten Leute fänden meine aktuelle Situation stressig finden","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,,,range-type
esm_stress,esm,,radio,"Überlegen Sie, was das wichtigste Ereignis seit dem letzten Signal war. Dieses Ereignis war:","-3,-3 Sehr unangenehm|-2,-2|-1,-1|0,0|1,1|2,2|3,3 Sehr angenehm",,,,,,,,,,,,
esm_event,esm,,radio,"Dieses Ereignis war:","-3,-3 Unwichtig|-2,-2|-1,-1|0,0|1,1|2,2|3,3 Wichtig",,,,,,,,,,,,
esm_medication,esm,,checkbox,"Seit dem letzten Signal habe ich zu mir genommen","0, Lebensmittel | 1, Koffein | 2, Nikotin | 3, Alkohol | 4, Medikamente | 5, Substanzen | 6, Nichts",,,,,,,,,,,,
esm_beep,esm,,radio,"Dieses Signal hat mich gestört","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm6,,
esm_questionnaire,esm,,radio,"Den Fragebogen auszufüllen hat meine Stimmung heute beeinflusst","1, 1 Gar nicht | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Sehr",,,,,,,,,,esm6,,
pdq_1,perceived_deficits_questionnaire,"Wie oft haben Sie während der letzten 7 Tage:",radio,"Probleme gehabt Dinge zu organisieren?","0, Nie in den letzten 7 Tagen | 1, Selten (ein oder zwei mal) | 2, Manchmal (3-5 mal) | 3, Oft (etwa ein mal am Tag) | 4, Sehr oft (mehr als ein mal am Tag)",,,,,,,,,,pdq,,
pdq_2,perceived_deficits_questionnaire,,radio,"Probleme gehabt sich auf das was Sie lesen zu konzentrieren?","0, Nie in den letzten 7 Tagen | 1, Selten (ein oder zwei mal) | 2, Manchmal (3-5 mal) | 3, Oft (etwa ein mal am Tag) | 4, Sehr oft (mehr als ein mal am Tag)",,,,,,,,,,pdq,,
pdq_3,perceived_deficits_questionnaire,,radio,"Das Datum vergessen und mussten es nachschauen?","0, Nie in den letzten 7 Tagen | 1, Selten (ein oder zwei mal) | 2, Manchmal (3-5 mal) | 3, Oft (etwa ein mal am Tag) | 4, Sehr oft (mehr als ein mal am Tag)",,,,,,,,,,pdq,,
pdq_4,perceived_deficits_questionnaire,,radio,"Nach einem Telefonat vergessen über was Sie geredet haben?","0, Nie in den letzten 7 Tagen | 1, Selten (ein oder zwei mal) | 2, Manchmal (3-5 mal) | 3, Oft (etwa ein mal am Tag) | 4, Sehr oft (mehr als ein mal am Tag)",,,,,,,,,,pdq,,
pdq_5,perceived_deficits_questionnaire,,radio,"Das Gefühl gehabt dass Ihr Verstand aussetzte?","0, Nie in den letzten 7 Tagen | 1, Selten (ein oder zwei mal) | 2, Manchmal (3-5 mal) | 3, Oft (etwa ein mal am Tag) | 4, Sehr oft (mehr als ein mal am Tag)",,,,,,,,,,pdq,,
phq8_1,phq8,"Wie oft hat Sie während der letzten zwei Wochen eines der folgenden Probleme gestört",radio,"1. Wenig Interesse oder Gefallen daran etwas zu tun?","0, Überhaupt nicht | 1, Einige Tage | 2, Mehr als die Hälfte der Tage | 3, Fast alle Tage",,,,,,,,,,phq8,,
phq8_2,phq8,,radio,"2. Sich niedergeschlagen, deprimiert oder hoffnungslos gefühlt?","0, Überhaupt nicht | 1, Einige Tage | 2, Mehr als die Hälfte der Tage | 3, Fast alle Tage",,,,,,,,,,phq8,,
phq8_3,phq8,,radio,"3. Probleme einzuschlafen, durchgängig zu schlafen oder zu viel zu schlafen?","0, Überhaupt nicht | 1, Einige Tage | 2, Mehr als die Hälfte der Tage | 3, Fast alle Tage",,,,,,,,,,phq8,,
phq8_4,phq8,,radio,"4. Sich müde oder Energielos zu fühlen?","0, Überhaupt nicht | 1, Einige Tage | 2, Mehr als die Hälfte der Tage | 3, Fast alle Tage",,,,,,,,,,phq8,,
phq8_5,phq8,,radio,"5. Wenig oder zu viel Appetit?","0, Überhaupt nicht | 1, Einige Tage | 2, Mehr als die Hälfte der Tage | 3, Fast alle Tage",,,,,,,,,,phq8,,
phq8_6,phq8,,radio,"6. Sich über sich selbst schlecht fühlen, oder dass Sie eine Versagerin / ein Versager sind oder sich selbst oder ihre Familie enttäuscht haben?","0, Überhaupt nicht | 1, Einige Tage | 2, Mehr als die Hälfte der Tage | 3, Fast alle Tage",,,,,,,,,,phq8,,
phq8_7,phq8,,radio,"7. Probleme sich auf Dinge zu konzentrieren, wie z.B. Zeitung lesen oder Fernsehn schauen?","0, Überhaupt nicht | 1, Einige Tage | 2, Mehr als die Hälfte der Tage | 3, Fast alle Tage",,,,,,,,,,phq8,,
phq8_8,phq8,,radio,"8. Sich so langsam zu bewegen und zu sprechen dass es anderen Leuten auffällt. Oder das Gegenteil - so ruhelos und zappelig zu sein dass Sie sich mehr als sonst bewegen.","0, Überhaupt nicht | 1, Einige Tage | 2, Mehr als die Hälfte der Tage | 3, Fast alle Tage",,,,,,,,,,phq8,,
rses_1,rses,,radio,"1. Im Ganzen bin ich mit mir zufrieden","0, Stimme überhaupt nicht zu | 1, Stimme nicht zu | 2, Stimme zu | 3, Stimme sehr zu",,,,,,,,,,rses,,
rses_2,rses,,radio,"2. Manchmal denke ich, ich bin zu gar nichts gut","0, Stimme überhaupt nicht zu | 1, Stimme nicht zu | 2, Stimme zu | 3, Stimme sehr zu",,,,,,,,,,rses,,
rses_3,rses,,radio,"3. Ich denke ich habe einige gute Qualitäten","0, Stimme überhaupt nicht zu | 1, Stimme nicht zu | 2, Stimme zu | 3, Stimme sehr zu",,,,,,,,,,rses,,
rses_4,rses,,radio,"4. Ich bin dazu in der Lage Dinge so gut zu machen wie andere Leute","0, Stimme überhaupt nicht zu | 1, Stimme nicht zu | 2, Stimme zu | 3, Stimme sehr zu",,,,,,,,,,rses,,
rses_5,rses,,radio,"5. Ich denke ich habe nicht viel auf das Ich stolz sein kann","0, Stimme überhaupt nicht zu | 1, Stimme nicht zu | 2, Stimme zu | 3, Stimme sehr zu",,,,,,,,,,rses,,
rses_6,rses,,radio,"6. Ich fühle mich manchmal nutzlos","0, Stimme überhaupt nicht zu | 1, Stimme nicht zu | 2, Stimme zu | 3, Stimme sehr zu",,,,,,,,,,rses,,
rses_7,rses,,radio,"7. Ich denke ich bin eine wertvolle Person, wenigstens auf gleicher Ebene mit anderen.","0, Stimme überhaupt nicht zu | 1, Stimme nicht zu | 2, Stimme zu | 3, Stimme sehr zu",,,,,,,,,,rses,,
rses_8,rses,,radio,"8. Ich wünschte ich könnte mehr Selbstachtung haben","0, Stimme überhaupt nicht zu | 1, Stimme nicht zu | 2, Stimme zu | 3, Stimme sehr zu",,,,,,,,,,rses,,
rses_9,rses,,radio,"9. Alles in allem bin ich geneigt mich als Versagerin / Versager zu sehen","0, Stimme überhaupt nicht zu | 1, Stimme nicht zu | 2, Stimme zu | 3, Stimme sehr zu",,,,,,,,,,rses,,
rses_10,rses,,radio,"10. Ich habe eine positive Einstellung gegenüber mir selbst.","0, Stimme überhaupt nicht zu | 1, Stimme nicht zu | 2, Stimme zu | 3, Stimme sehr zu",,,,,,,,,,rses,,
pdss,patient_determined_disease_step,,radio,"Welche Kategorie beschriebt Ihre Laufsituation am ehesten?","0, <B>Normal:</B> Ich habe einige milde Symptome, größtenteils sensorisch durch MS aber sie schränken meine Aktivität nicht ein. Wenn ich einen Anfall habe fühle ich mich danach wieder normal. | 1, <B>Leichte Behinderung:</B> Ich habe einige deutliche Symptome durch meine MS aber sie sind unwesentlich und haben nur geringen Einfluss auf meinen Lebensstil. | 2, <B>Moderate Behinderung:</B> Ich habe keine Einschränkung meiner Lauffähigkeit. Allerdings habe ich signifikante Probleme durch die MS die meine täglichen Aktivitäten anders einschränken. | 3, <B>Laufbehinderung:</B> MS stört mich in meiner Aktivität, besonders beim laufen. Ich kann einen ganzen Tag arbeiten, aber athletische oder körperlich anstrengende Aktivitäten sind schwerer als sie es mal waren. Ich brauche normalerweise keinen Gehstock oder andere Hilfe beim laufen, aber während einem Anfall brauche ich eventuell Hilfe. | 4, <B>Anfängliche Gehhilfe:</B> Ich benutze zum Laufen einen Gehstock, eine einzelne Krücke oder eine andere Art der Unterstützung (z.B. an der Wand oder dem Arm eines anderen abstützen), immer oder nur Zeitweise, aber besonders wenn Ich draußen laufe. Ich denke ich kann 10 Meter in 20 Sekunden ohne Gehstock oder Krücke laufen. Ich brauche immer eine Gehhilfe (Gehstock oder Krücke) wenn ich bis zu drei Häuserblocks laufen will. | 5, <B>Fortgeschrittene Gehhilfe:</B> Um 10 Meter zu laufen brauche ich immer einen Gehstock, eine Krücke oder jemand zum abstützen. Ich kann mich zu Hause oder in anderen Gebäuden durch festhalten an Möbeln oder der Wand fortbewegen. Ich brauche vielleicht einen Rollstuhl o.ä. wenn ich größere Strecken zurücklegen will. | 6, <B>Beidseitige Unterstützung:</B> Um bis zu 10 Meter zu laufen brauche Ich zwei Gehhilfen oder einen Rollator. Für längere Strecken benötige ich unter Umständen eine Rollstuhl o.ä. | 7, <B>Rollstuhl o.ä.:</B> Meine Haupt-Fortbewegungsart ist der Rollstuhl. Ich kann vielleicht stehen und/oder ein bis zwei Schritte gehen, aber ich kann keine 10 Meter laufen, nicht mal mit Gehhilfen. | 8, <B>Bettlegrig:</B> Ich kann nicht für mehr als eine  in einem Rollstuhl sitzen.",,,,,,,,,,,,"Instructions: Please read the choices listed below and choose the one that best describes your own situation.
This scale focuses mainly on how well you walk. You might not find a description that reflects
your condition exactly, but please mark the one category that describes your situation the closest."
